Topic,Count,Name,Representation,Representative_Docs,KeyBERT,MMR,Noun,Adjective,Verb,Adverb,Interjection,Number,Proper Noun,Symbol,URL,Hashtag,Mention,Organisation,Person,Nationalities or Religious or Political Groups,Facility,Geopolitical Entity,Location,Product,Event,Date,Percent,Money,Quantity,Ordinal,Cardinal,Emoji,Topic_,processed_KeyBERT,Topic_Label
15,196,15_virus_explained_vaccine_immune,"['virus', 'explained', 'vaccine', 'immune', 'flu', 'cure', 'therapy', 'tested', 'gates', 'treatment']","['We have found corona virus!!! #DateMyFamilly', 'If corona Virus was a person #coronavirus', 'With all the Corona virus.']","['infecting', 'virus', 'flu', 'vaccine', 'immunity', 'disease', 'cure', 'immune', 'sickness', 'medicine']","['virus', 'explained', 'vaccine', 'immune', 'flu', 'cure', 'therapy', 'tested', 'gates', 'treatment']","['virus', 'vaccine', 'flu', 'cure', 'therapy', 'lungs', 'treatment', 'systems', 'drug', 'problem']","['immune', 'possible', 'short', 'strong', 'standard', 'ill', 'positive', 'afraid', 'earlier', 'bigger']","['explained', 'tested', 'works', 'survive', 'wake', 'helps', 'know', 'preventing', 'die', 'presented']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['100', '', '', '', '', '', '', '', '', '']","['virus', 'travel', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['end', '', '', '', '', '', '', '', '', '']","['100', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",8.15,"['infecting', 'virus', 'flu', 'vaccine', 'immunity', 'disease', 'cure', 'immune', 'sickness', 'medicine']",cure
16,193,16_wine_alcohol_drinking_drink,"['wine', 'alcohol', 'drinking', 'drink', 'beer', 'bottle', 'drunk', 'stock', 'glass', 'bought']","['Thank you leader, we are very hopeful & positive! #WineIsAgriculturalProduct #WineIsAgriculturalProduct #WineIsAgriculturalProduct #WineIsAgriculturalProduct #WineIsAgriculturalProduct #WineIsAgriculturalProduct #WineIsAgriculturalProduct #WineIsAgriculturalProduct #WINE #Level4', 'ALLOW ONLINE AND HOME DELIVERY SERVICES FOR WINE #WineIsAgriculturalProduct #WineIsAgriculturalProduct #WineIsAgriculturalProduct #WineIsAgriculturalProduct #WineIsAgriculturalProduct #WineIsAgriculturalProduct #WineIsAgriculturalProduct #WineIsAgriculturalProduct #WINE #LEVEL4', 'Where did u get alcohol?']","['wine', 'alcohol', 'drinks', 'beers', 'sober', 'drinking', 'beer', 'drink', 'drunk', 'bottle']","['wine', 'alcohol', 'drinking', 'drink', 'beer', 'bottle', 'drunk', 'stock', 'glass', 'bought']","['wine', 'alcohol', 'drinking', 'beer', 'bottle', 'stock', 'glass', 'ban', 'store', 'traffic']","['drunk', 'red', 'clean', 'direct', 'disappointed', 'beautiful', 'little', 'big', 'single', 'social']","['drinking', 'drink', 'stock', 'bought', 'buy', 'miss', 'known', 'allow', 'expect', 'started']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['99', '', '', '', '', '', '', '', '', '']","['wine', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['weeks', '', '', '', '', '', '', '', '', '']","['99', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",8.16,"['wine', 'alcohol', 'drinks', 'beers', 'sober', 'drinking', 'beer', 'drink', 'drunk', 'bottle']",alcohol
17,181,17_level4lockdown_level4lockdown covid_19_day30oflockdown_covid19southafrica,"['level4lockdown', 'level4lockdown covid_19', 'day30oflockdown', 'covid19southafrica', 'lockdownsouthafrica', 'min dlamini', 'lockdownsa', 'covid19sa', 'covid19insa', 'min']","['Great to see the team are going to be notifying people about the #LockdownSA levels  #level4lockdown #Covid_19 #COVID19SouthAfrica', 'We should try this #day30oflockdown #level4lockdown #COVID19SouthAfrica', 'Min Dlamini outlining the terms of level 4 of Covid-19 lockdown. #Covid19 #level4lockdown']","['level4lockdown covid_19', 'covid_19 lockdownsa', 'covid_19sa lockdownsa', 'covid19southafrica', 'covid_19', 'covid__19', 'covid19insa', 'covid_19sa', 'covid19sa', 'covid_19 stayathome']","['level4lockdown', 'level4lockdown covid_19', 'day30oflockdown', 'covid19southafrica', 'lockdownsouthafrica', 'min dlamini', 'lockdownsa', 'covid19sa', 'covid19insa', 'min']","['day30oflockdown', 'level', 'photos', 'flattenthecurve', 'faith', 'store', 'hunger', 'view', 'bit', 'families']","['stronger', 'staysafe', 'worth', 'good', '', '', '', '', '', '']","['level4lockdown', 'day30oflockdown', 'lockdownsa', 'level', 'killing', 'wake', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['level4lockdown', '', '', '', '', '', '', '', '', '']","['level4lockdown', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['months', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['level4lockdown', 'covid_19', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",8.17,"['level4lockdown covid_19', 'covid_19 lockdownsa', 'covid_19sa lockdownsa', 'covid19southafrica', 'covid_19', 'covid__19', 'covid19insa', 'covid_19sa', 'covid19sa', 'covid_19 stayathome']",level4lockdown covid_19
18,180,18_capetown_durban_cape town_cape,"['capetown', 'durban', 'cape town', 'cape', 'town', 'western', 'western cape', 'natal', 'kwazulu natal', 'kwazulu']","['Day 28 of LockDown #voertyd @ Ashton, Western Cape, South Africa', 'Lockdown  @ Nyanga, Western Cape, South Africa', 'Lockdown is hard guys!!! @ Sea Point, Western Cape, South Africa']","['cape', 'cape town', 'eastern cape', 'western cape', 'johannesburg', 'capetown', 'durban', 'south africa', 'pretoria', 'kwazulu natal']","['capetown', 'durban', 'cape town', 'cape', 'town', 'western', 'western cape', 'natal', 'kwazulu natal', 'kwazulu']","['capetown', 'durban', 'cape', 'sandton', 'iphone', 'cash', 'escape', 'roads', 'quarantine', 'products']","['western', 'stayhomestaysafe', 'staysafe', '', '', '', '', '', '', '']","['capetown', 'stayhome', 'workfromhome', 'showing', 'limited', 'wait', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['pls', '', '', '', '', '', '', '', '', '']","['200', '', '', '', '', '', '', '', '', '']","['southafrica', 'johannesburg', 'kzn', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['durban', 'southafrica', 'johannesburg', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['200', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",8.18,"['cape', 'cape town', 'eastern cape', 'western cape', 'johannesburg', 'capetown', 'durban', 'south africa', 'pretoria', 'kwazulu natal']",africa
19,151,19_working home_work home_working_home,"['working home', 'work home', 'working', 'home', 'office', 'work', 'leave', 'lunch', 'sitting home', 'okay']","['Some of us are working from home.', ""I've been working from home"", ""Aren't they working from home?""]","['work home', 'working home', 'home stay', 'stay home', 'sitting home', 'home', 'working', 'work', 'office', 'roaming']","['working home', 'work home', 'working', 'home', 'office', 'work', 'leave', 'lunch', 'sitting home', 'okay']","['working', 'home', 'office', 'work', 'leave', 'lunch', 'boss', 'week', 'company', 'mate']","['okay', 'old', 'good', 'hot', 'hard', 'new', '', '', '', '']","['working', 'work', 'leave', 'continue', 'sitting', 'allows', 'told', 'miss', 'start', 'asking']","['', '', '', '', '', '', '', '', '', '']","['okay', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['ke', 'ga', 'amp', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['hours', '', '', '', '', '', '', '', '', '']","['ke', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['week', 'today', 'month', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",8.19,"['work home', 'working home', 'home stay', 'stay home', 'sitting home', 'home', 'working', 'work', 'office', 'roaming']",home
20,149,20_social distancing_distancing_social_practicing,"['social distancing', 'distancing', 'social', 'practicing', 'observed', 'example', 'isolation', 'encourage', 'officials', 'solve']","[""The social distancing out there  it's 0%"", 'Is this social distancing?', 'We are social distancing.']","['social distancing', 'social distance', 'socialdistancing', 'distancing', 'social', 'isolation', 'sharing', 'walking', 'protest', 'encourage']","['social distancing', 'distancing', 'social', 'practicing', 'observed', 'example', 'isolation', 'encourage', 'officials', 'solve']","['distancing', 'example', 'isolation', 'officials', 'precautions', 'places', 'set', 'sense', 'problem', 'goodbye']","['social', 'impossible', 'wrong', 'common', 'good', 'political', 'new', 'important', 'public', '']","['practicing', 'observed', 'encourage', 'means', 'solve', 'realise', 'lead', 'walking', 'tried', 'thought']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['amp', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",8.20,"['social distancing', 'social distance', 'socialdistancing', 'distancing', 'social', 'isolation', 'sharing', 'walking', 'protest', 'encourage']",distance
21,142,21_money_pay_month_paid,"['money', 'pay', 'month', 'paid', 'orders', 'company', 'income', 'cash', 'delivery', 'clients']","[""Lockdown is saving us a lot of money serious... 3 debit orders and groceries then that's it. The rest of the money is yours!"", ""Dear please kindly assist me couldn't make my monthly payment of R279 this month due to the lockdown. The company I work for implemented a 'No work no pay' policy ND our Contracts were terminated on the 26 Of March I just got word that I'll be returning to work on the 4th"", ""Dear Telkom Please assist I couldn't make my monthly payment this month due to the lockdown the company I work for implemented a 'No work no pay' policy ND we had our Contracts terminated on the 26 Of March. I'll only be returning to work on the 4th of May.#loyal cust""]","['lockdownextension lockdownsouthafrica', 'day31oflockdown', 'payments', 'payment', 'bank', 'cash', 'pay', 'paying', 'contract', 'saving']","['money', 'pay', 'month', 'paid', 'orders', 'company', 'income', 'cash', 'delivery', 'clients']","['money', 'pay', 'month', 'orders', 'company', 'income', 'cash', 'delivery', 'send', 'months']","['monthly', 'free', 'long', '', '', '', '', '', '', '']","['pay', 'paid', 'began', 'buy', 'received', 'employed', 'survive', 'told', 'implemented', 'work']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['26', '25', '', '', '', '', '', '', '', '']","['ba', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['month', 'months', 'monthly', '', '', '', '', '', '', '']","['25', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['26', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",8.21,"['lockdownextension lockdownsouthafrica', 'day31oflockdown', 'payments', 'payment', 'bank', 'cash', 'pay', 'paying', 'contract', 'saving']",bank
22,130,22_birthday_happy_cake_celebrate,"['birthday', 'happy', 'cake', 'celebrate', 'enjoy', 'wishes', 'love', 'enjoyed', 'celebrating', 'camps']","['Birthday in Lockdown, do the most, happy Birthday Ray,', 'In lockdown? Still Happy birthday', 'Happy birthday to her']","['birthday', 'celebrate', 'celebrated', 'celebrating', '27th april', 'born', 'happy', 'blessings', 'lovely', 'day level']","['birthday', 'happy', 'cake', 'celebrate', 'enjoy', 'wishes', 'love', 'enjoyed', 'celebrating', 'camps']","['birthday', 'cake', 'wishes', 'love', 'friend', 'quarantine', 'gift', 'today', 'year', 'party']","['happy', 'rainbow', 'safe', 'amazing', 'beautiful', 'particular', 'sweet', '27th', 'old', 'little']","['celebrate', 'enjoy', 'love', 'enjoyed', 'celebrating', 'hope', 'thank', 'turns', 'braai', 'bought']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['32', '2020', '', '', '', '', '', '', '', '']","['amp', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['today', 'amazing', 'day', '32', '27th', 'tomorrow', '2020', '1st', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['3rd', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",8.22,"['birthday', 'celebrate', 'celebrated', 'celebrating', '27th april', 'born', 'happy', 'blessings', 'lovely', 'day level']",27th
23,129,23_total_confirmed_deaths_cases,"['total', 'confirmed', 'deaths', 'cases', 'number', 'north west', 'north', 'update', 'increase', 'reported']","['30 April 2020 As at today, the total number of confirmed COVID-19 cases in South Africa is 5647, an increase of 297 cases from yesterday. The North West province has 31 #COVID19 confirmed cases. This represents an increase of two cases from previously reported cases. #StayHome', '247 new confirmed #COVID19 cases and 3 new deaths. The total number of confirmed COVID-19 cases is 4 793 and total number of deaths is 90.', 'The total number of confirmed #COVID19 cases in South Africa is 5350, an increase of 354 cases from yesterday. 29 cases are in the North West Province. The number of new cases in WC has almost doubled from 133 the day before to 264 today. The number of deaths has risen to 103.']","['covid_19sa', 'covid19sa', 'deaths', 'tested positive', 'aids', 'infected', 'south africa', 'infections', 'africa', 'infection']","['total', 'confirmed', 'deaths', 'cases', 'number', 'north west', 'north', 'update', 'increase', 'reported']","['total', 'deaths', 'cases', 'number', 'update', 'increase', 'yesterday', 'province', 'today', 'efforts']","['total', 'medical', '', '', '', '', '', '', '', '']","['confirmed', 'reported', 'increased', 'reach', 'taking', 'assist', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['31', '10', '26', '90', '2020', '27', '30', 'level4lockdown', '60', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['yesterday', 'today', '26', '2020', '27', '30', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['31', '10', '60', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",8.23,"['covid_19sa', 'covid19sa', 'deaths', 'tested positive', 'aids', 'infected', 'south africa', 'infections', 'africa', 'infection']",africa
24,125,24_freedom_freedom day_freedomday_freedomday2020,"['freedom', 'freedom day', 'freedomday', 'freedomday2020', 'happy', 'celebrate', 'democratic', 'day', 'lockdownhustle', 'celebrating']","['Happy freedom day in lockdown', 'Happy Freedom day@ lockdown', 'Happy Freedom Day under Lockdown']","['freedom day', 'freedomday2020', 'freedomday', 'happyfreedomday', 'freedom', 'day day', 'solidarity', 'day32oflockdown', 'lockdownhustle', 'day']","['freedom', 'freedom day', 'freedomday', 'freedomday2020', 'happy', 'celebrate', 'democratic', 'day', 'lockdownhustle', 'celebrating']","['freedom', 'day', 'years', 'word', 'today', 'year', 'holiday', 'moment', 'nation', 'country']","['happy', 'democratic', 'draconian', 'damn', '', '', '', '', '', '']","['freedomday2020', 'lockdownhustle', 'celebrating', 'celebrated', 'change', 'breath', 'love', 'arrested', 'leave', 'spread']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['26', '31', '', '', '', '', '', '', '', '']","['freedomday2020', 'god', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['freedomday2020', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['day', '26', 'years', 'today', 'year', 'yesterday', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['freedomday2020', 'lockdownhustle', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",8.24,"['freedom day', 'freedomday2020', 'freedomday', 'happyfreedomday', 'freedom', 'day day', 'solidarity', 'day32oflockdown', 'lockdownhustle', 'day']",day
25,115,25_sunday_light_stayathome_stayathomesavelives,"['sunday', 'light', 'stayathome', 'stayathomesavelives', 'stayhome', 'staysafe', 'workfromhome', 'stayhome staysafe', 'morning', 'good morning']","['Breathe. Lockdown29 #stayathome #workfromhome #prayathome @ Belgrave Lodge', 'Freedom #allinthemind #stayathome #workfromhome #prayathome @ Belgrave Lodge', 'Love. Lockdown35 #stayathome #workfromhome #prayathome @ Belgrave Lodge']","['stayathome', 'lockdownsouthafrica', 'stayhome staysafe', 'stayathome staysafe', 'staysafe stayhome', 'stayhome', 'stayathomesa', 'stayhome stayhealthy', 'day29oflockdown', 'stayhomesa']","['sunday', 'light', 'stayathome', 'stayathomesavelives', 'stayhome', 'staysafe', 'workfromhome', 'stayhome staysafe', 'morning', 'good morning']","['stayhome', 'light', 'workfromhome', 'morning', 'day', 'travel', 'views', 'fitness', 'inspiration', 'funny']","['light', 'staysafe', 'great', 'better', 'right', '', '', '', '', '']","['stayhome', 'heading', 'look', 'walk', 'let', 'goes', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['31', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['31', 'day', 'today', 'tomorrow', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['stayathome', 'stayhome', 'workfromhome', 'fitness', 'speech', 'sa', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",8.25,"['stayathome', 'lockdownsouthafrica', 'stayhome staysafe', 'stayathome staysafe', 'staysafe stayhome', 'stayhome', 'stayathomesa', 'stayhome stayhealthy', 'day29oflockdown', 'stayhomesa']",stayathome
26,107,26_level level_level_levels_level4,"['level level', 'level', 'levels', 'level4', 'stages', 'read', 'loadshedding', 'eased', 'level4lockdown', 'ukuthi']","['This Lockdown must go back to level 5', 'As we move into lockdown level 4', 'LEVEL 6 OF THE LOCKDOWN']","['level4lockdown', 'lockdownextension level4lockdown', 'level restrictions', 'lockdownextension', 'level level', 'level4', 'level', 'levels', 'level4restrictions', 'restrictions']","['level level', 'level', 'levels', 'level4', 'stages', 'read', 'loadshedding', 'eased', 'level4lockdown', 'ukuthi']","['level', 'levels', 'stages', 'insight', 'lockdownextension', 'hearts', 'line', 'tomorrow', 'visit', 'position']","['ukuthi', 'blue', 'hard', 'significant', 'se', 'biggest', 'different', 'quick', 'deep', 'ready']","['level', 'loadshedding', 'level4lockdown', 'lockdownextension', 'represent', 'starting', 'visit', 'mean', 'lit', 'measure']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['level4lockdown', '', '', '', '', '', '', '', '', '']","['level4lockdown', 'amp', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['tomorrow', 'day', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['lockdownextension', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",8.26,"['level4lockdown', 'lockdownextension level4lockdown', 'level restrictions', 'lockdownextension', 'level level', 'level4', 'level', 'levels', 'level4restrictions', 'restrictions']",level
27,94,27_ramaphosa_president cyril_cyril ramaphosa_cyril,"['ramaphosa', 'president cyril', 'cyril ramaphosa', 'cyril', 'risky', 'charge', 'lifting', 'council', 'evening', 'pres']","[""Ramaphosa : there's a clear evidence that the lockdown has been working. #Covid19 #Ramaphosa"", 'Ramaphosa : social distancing will remain in place. #Covid19 R #Ramaphosa', 'Ramaphosa : lockdown will be eased from the 1st of May 2020 #Covid19 #Ramaphosa']","['ramaphosa', 'cyril ramaphosa', 'covid19sa lockdownsa', 'covid19sa', 'outbreak', 'saving lives', 'public health', '1st 2020', 'president', 'lock']","['ramaphosa', 'president cyril', 'cyril ramaphosa', 'cyril', 'risky', 'charge', 'lifting', 'council', 'evening', 'pres']","['charge', 'lifting', 'evening', 'council', 'nation', 'address', 'percent', 'response', 'measures', 'spread']","['risky', 'possible', 'crazy', 'political', 'pandemic', 'national', 'long', '', '', '']","['address', 'extend', 'continues', 'contain', 'growing', 'keeps', 'expected', 'ease', 'taking', 'cyrilramaphosa']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['40', '23', '2020', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['23', '2020', '', '', '', '', '', '', '', '']","['percent', '40', '', '', '', '', '', '', '', '']","['myanc', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",8.27,"['ramaphosa', 'cyril ramaphosa', 'covid19sa lockdownsa', 'covid19sa', 'outbreak', 'saving lives', 'public health', '1st 2020', 'president', 'lock']",1st
